PCI.817.01 - CUSTO DE COMPOSIÇÕES - SINTÉTICO                                               DATA DE EMISSÃO: 13/01/2025 23:54:36            DATA DE RT: 13/01/2025,,,,,,,,,,,,
"ENCARGOS SOCIAIS DESONERADOS: 82,94%(HORA)   44,06%(MÊS)",,,,,,,,,,,,
ABRANGÊNCIA : NACIONAL                                              LOCALIDADE  : PORTO VELHO                                                                                                         DATA DE PREÇO   : 12/2024 REFERÊNCIA COLETA : MEDIANO,,,,,,,,,,,,
,,,,,,,,,,,,
DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO  DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,VINCULO,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94269,"GUIA (MEIO-FIO) E SARJETA CONJUGADOS DE CONCRETO, MOLDADA  IN LOCO  EM TRECHO RETO COM EXTRUSORA, 60 CM BASE (15 CM BASE DA GUIA + 45 CM BASE DA SARJETA) X 26 CM ALTURA. AF_01/2024",M,ATRIBUÍDO SÃO PAULO,"110,16",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94270,"GUIA (MEIO-FIO) E SARJETA CONJUGADOS DE CONCRETO, MOLDADA IN LOCO  EM TRECHO CURVO COM EXTRUSORA, 60 CM BASE (15 CM BASE DA GUIA + 45 CM BASE DA SARJETA) X 26 CM ALTURA. AF_01/2024",M,ATRIBUÍDO SÃO PAULO,"118,32",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94271,"GUIA (MEIO-FIO) E SARJETA CONJUGADOS DE CONCRETO, MOLDADA  IN LOCO  EM TRECHO RETO COM EXTRUSORA, 65 CM BASE (15 CM BASE DA GUIA + 50 CM BASE DA SARJETA) X 26 CM ALTURA. AF_01/2024",M,ATRIBUÍDO SÃO PAULO,"134,72",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94272,"GUIA (MEIO-FIO) E SARJETA CONJUGADOS DE CONCRETO, MOLDADA  IN LOCO  EM TRECHO CURVO COM EXTRUSORA, 65 CM BASE (15 CM BASE DA GUIA + 50 CM BASE DA SARJETA) X 26 CM ALTURA. AF_01/2024",M,ATRIBUÍDO SÃO PAULO,"145,62",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94273,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO RETO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X30 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"50,17",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94274,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO CURVO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X30 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"52,92",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94275,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO RETO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X20 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"45,47",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94276,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO CURVO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X20 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"48,22",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94277,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO RETO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 80X08X08X25 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"40,00",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94278,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO CURVO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 80X08X08X25 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"42,75",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94279,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO RETO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 39X6,5X6,5X19 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA), PARA DELIMITAÇÃO DE JARDINS, PRAÇAS OU PASSEIOS. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"48,48",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94280,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO CURVO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 39X6,5X6,5X19 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA), PARA DELIMITAÇÃO DE JARDINS, PRAÇAS OU PASSEIOS. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"51,23",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94281,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 30 CM BASE X 15 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"57,84",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94282,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO CURVO, 30 CM BASE X 15 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"65,12",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94283,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 45 CM BASE X 15 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"81,12",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94284,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO CURVO, 45 CM BASE X 15 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"88,40",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94285,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 60 CM BASE X 15 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"106,65",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94286,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO CURVO, 60 CM BASE X 15 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"113,93",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94287,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 30 CM BASE X 10 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"42,45",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94288,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO CURVO, 30 CM BASE X 10 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"48,92",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94289,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 45 CM BASE X 10 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"57,51",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94290,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO CURVO, 45 CM BASE X 10 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"63,98",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94291,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 60 CM BASE X 10 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"73,07",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94292,"EXECUÇÃO DE SARJETA DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO CURVO, 60 CM BASE X 10 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"79,54",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94293,"EXECUÇÃO DE SARJETÃO DE CONCRETO USINADO, MOLDADA  IN LOCO  EM TRECHO RETO, 100 CM BASE X 20 CM ALTURA. AF_01/2024",M,COEFICIENTE DE REPRESENTATIVIDADE,"237,40",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,"MEIO FIO, LINHA D'AGUA E SARJERTA",0037,,,94294,EXECUÇÃO DE ESCORAS DE CONCRETO PARA CONTENÇÃO DE GUIAS PRÉ-FABRICADAS. AF_01/2024,M,COEFICIENTE DE REPRESENTATIVIDADE,"11,33",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,GALERIAS PLUVIAIS,0266,,,104491,"ADUELA/ GALERIA FECHADA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRANGULAR INTERNA DE 1,50 X 1,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA   FORNECIMENTO E ASSENTAMENTO. AF_01/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"3.567,53",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,GALERIAS PLUVIAIS,0266,,,104492,"ADUELA/ GALERIA FECHADA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRANGULAR INTERNA DE 2,00 X 2,00 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA   FORNECIMENTO E ASSENTAMENTO. AF_01/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"4.459,22",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,GALERIAS PLUVIAIS,0266,,,104494,"ADUELA/ GALERIA FECHADA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRANGULAR INTERNA DE 2,50 X 2,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA   FORNECIMENTO E ASSENTAMENTO. AF_01/2023",M,COEFICIENTE DE REPRESENTATIVIDADE,"6.021,33",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,GALERIAS PLUVIAIS,0266,,,104497,"ADUELA/ GALERIA FECHADA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRANGULAR INTERNA DE 3,00 X 3,00 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 20 CM, TB-45 E FCK DO CONCRETO = 30 MPA   FORNECIMENTO E ASSENTAMENTO. AF_01/2023",M,ATRIBUÍDO SÃO PAULO,"7.224,34",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,GALERIAS PLUVIAIS,0266,,,104515,APLICAÇÃO DE MANTA GEOTÊXTIL NAS JUNTAS RÍGIDAS DE ADUELAS PRÉ-MOLDADAS DE CONCRETO ARMADO. AF_01/2023,M2,COEFICIENTE DE REPRESENTATIVIDADE,"42,14",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102727,"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FÔRMA PARA BOCA PARA BUEIRO, EM CHAPA DE MADEIRA COMPENSADA RESINADA, E = 17 MM, 2 UTILIZAÇÕES. AF_07/2021",M2,COEFICIENTE DE REPRESENTATIVIDADE,"117,47",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102728,"ARMAÇÃO DE MURO ALA E MURO TESTA UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_07/2021",KG,ATRIBUÍDO SÃO PAULO,"17,70",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102729,ARMAÇÃO DE MURO ALA E MURO TESTA UTILIZANDO AÇO CA-50 DE 8 MM - MONTAGEM. AF_07/2021,KG,ATRIBUÍDO SÃO PAULO,"16,84",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102730,ARMAÇÃO DE MURO ALA E MURO TESTA UTILIZANDO AÇO CA-50 DE 10 MM - MONTAGEM. AF_07/2021,KG,ATRIBUÍDO SÃO PAULO,"15,14",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102731,"ARMAÇÃO DE MURO ALA E MURO TESTA UTILIZANDO AÇO CA-50 DE 12,5 MM - MONTAGEM. AF_07/2021",KG,ATRIBUÍDO SÃO PAULO,"12,83",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102732,ARMAÇÃO DE MURO ALA E MURO TESTA UTILIZANDO AÇO CA-50 DE 16 MM - MONTAGEM. AF_07/2021,KG,ATRIBUÍDO SÃO PAULO,"12,23",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102733,ARMAÇÃO DE MURO ALA E MURO TESTA UTILIZANDO AÇO CA-50 DE 20 MM - MONTAGEM. AF_07/2021,KG,ATRIBUÍDO SÃO PAULO,"13,79",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102734,"ARMAÇÃO DE SOLEIRA UTILIZANDO AÇO CA-50 DE 6,3 MM - MONTAGEM. AF_07/2021",KG,ATRIBUÍDO SÃO PAULO,"16,82",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102735,ARMAÇÃO DE SOLEIRA UTILIZANDO AÇO CA-50 DE 8 MM - MONTAGEM. AF_07/2021,KG,ATRIBUÍDO SÃO PAULO,"16,05",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102736,"CONCRETAGEM DE BOCA PARA BUEIRO, FCK = 20 MPA, COM USO DE BOMBA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_07/2021",M3,ATRIBUÍDO SÃO PAULO,"941,62",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102737,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 40 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"1.395,15",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102738,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 60 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"2.867,36",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102739,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 80 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"4.803,95",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102740,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 100 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"7.208,38",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102741,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 120 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"10.130,23",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102742,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 150 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"17.568,59",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102743,"BOCA PARA BUEIRO DUPLO TUBULAR D = 80 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"5.846,10",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102744,"BOCA PARA BUEIRO DUPLO TUBULAR D = 100 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"8.765,45",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102745,"BOCA PARA BUEIRO DUPLO TUBULAR D = 120 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"12.333,60",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102746,"BOCA PARA BUEIRO DUPLO TUBULAR D = 150 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"21.416,90",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102747,"BOCA PARA BUEIRO TRIPLO TUBULAR D = 100 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"10.911,27",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102748,"BOCA PARA BUEIRO TRIPLO TUBULAR D = 120 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"15.284,36",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102749,"BOCA PARA BUEIRO TRIPLO TUBULAR D = 150 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 0°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"26.287,95",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102750,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 60 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"3.500,21",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102751,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 80 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"6.093,02",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102752,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 100 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"9.722,11",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102753,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 120 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"14.410,56",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102754,"BOCA PARA BUEIRO SIMPLES TUBULAR D = 150 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"27.459,86",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102755,"BOCA PARA BUEIRO DUPLO TUBULAR D = 100 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"13.626,60",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102756,"BOCA PARA BUEIRO DUPLO TUBULAR D = 120 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"20.260,08",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102757,"BOCA PARA BUEIRO DUPLO TUBULAR D = 150 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"37.775,75",CAIXA REFERENCIAL,
DRENAGEM/OBRAS DE CONTENCAO/POCOS DE VISITA E CAIXAS,DROP,BUEIROS,0317,,,102758,"BOCA PARA BUEIRO TRIPLO TUBULAR D = 100 CM EM CONCRETO, ALAS COM ESCONSIDADE DE 30°, INCLUINDO FÔRMAS E MATERIAIS. AF_07/2021",UN,ATRIBUÍDO SÃO PAULO,"17.547,25",CAIXA REFERENCIAL,
